id,text,source,created_at,
822591372737806336,#MAGA #Inauguration #TrumpInauguration #Trump45 https://t.co/PjEFxsQ0Y4,Twitter for iPhone,2017-01-20 23:47:20,
822591372700119041,"Seriously, what is the point of rioting??? You aren't going to change anything #MAGA #trump",Twitter for iPhone,2017-01-20 23:47:20,
822591372171628544,Gen James Mathis confirmed as Secretary of Defense. Let's get to work. #MAGA,Twitter for Android,2017-01-20 23:47:20,
822591371198525442,@ABCPolitics It's a wonder Anybody showed up after all the negative press. I watched on TV and was moved to tears. #MAGA,Twitter for Android,2017-01-20 23:47:20,
822591344237494275,@nytimes #MAGA #TrumpInauguration,Twitter Web Client,2017-01-20 23:47:14,
822591339112124417,"MERCY from Multi-Media University, stop sending N@D£Z to men https://t.co/yC1NtrrSQK #TrumpTransition #PresidentElectTrump #MAGA #privacy",Tweet Old Post,2017-01-20 23:47:12,
822591333768593408,Gracious of HRC on a tough day. She looked great! And nice of Trump to honor her at lunch. #MakingPeace #Unity… https://t.co/G0RdM8HjHy,Twitter Web Client,2017-01-20 23:47:11,
822591332661268481,#MAGA Hug #FF @ChuckNellis @gntlman  @juliet777777 @LibertysArmy @johncslaughter @CNM_Michael @SusanKnowles https://t.co/qst2MidcvC,#PJNET,2017-01-20 23:47:11,
822591320107663362,MyPresidentTrump🇺🇸 on Twitter https://t.co/1HgrQufPGL #Trump45 #InaugurationDay #MAGA https://t.co/osVA0xr4tp,trumpedamerica,2017-01-20 23:47:08,
822591319017132032,Loony left paid protesters #tcot #maga https://t.co/0MIsfJ3LZr,Mobile Web (M5),2017-01-20 23:47:08,
822591309995245569,"I can hardly wait to see pics of ""the dress"" (that I got a ""sneak peak"" of) don't worry, NO spoiler alert from me!… https://t.co/tkadoUO0tN",Twitter Web Client,2017-01-20 23:47:05,
822591294874800128,@_PatJohnson_ Hernandez? New Day In America Sheriff! Get used to saying PRESIDENT TRUMP! #TRUMP #MAGA,Twitter for Android,2017-01-20 23:47:02,
822591292068741121,@realDonaldTrump Nice procurement of those unused @HillaryClinton fireworks.  Under budget and ahead of schedule.  #maga,Twitter for iPhone,2017-01-20 23:47:01,
822591288595910656,#PresidentTrump #Inauguration #Potus @POTUS #maga https://t.co/R6wP8Tk6Tj,Twitter for iPhone,2017-01-20 23:47:00,
822591275392266240,"@ABFalecbaldwin Only, perhaps and finally, lost from your grip.... 

Feels like... Start of freedom's return 

Ahhhhhhh....

#MAGA !",Twitter for iPhone,2017-01-20 23:46:57,
822591270744899585,#trump45 #trumptrain #maga on Monday like... #Inauguration https://t.co/CmR1rsfOFx,Twitter for iPhone,2017-01-20 23:46:56,
822591270665289728,"Mr. President, for the first time in my adult life, I'm proud to be an American!
#Inauguration #MAGA https://t.co/5sIAB0wHWo",Twitter Web Client,2017-01-20 23:46:56,
822591268756791298,Day 1 of Occupation: #Maga #Resist #DailyTrumpFail https://t.co/fytp6lihX6,Twitter Web Client,2017-01-20 23:46:56,
822591267834068993,Greatest Rock Bands of All Time https://t.co/LqH8jM3zDv #TrumpTower #PresidentTrump #WashingtonDC #MAGA #InaugurationDay #DNC #PaidProtests,Twitter Web Client,2017-01-20 23:46:55,
822591259231617024,".@larryelder That's because there's no joy in liberalism.
#maga #tcot #pjnet #americafirst",Mobile Web (M5),2017-01-20 23:46:53,
822591246300495873,@memeprovider @LarsHanson that is awesome! #MAGA,Twitter for iPhone,2017-01-20 23:46:50,
822591243419062272,A GREAT DAY. CONGRATS PRESIDENT DONALD J TRUMP. GOD HAS BLESSED YOU AND OUR COUNTRY. WE WILL NOW START TO #MAGA and… https://t.co/5sBIMJZZgx,Twitter for Android,2017-01-20 23:46:50,
822591237387616257,Trump honors Clintons during luncheon remarks https://t.co/Yz4AjAxADA #TrumpTransition #PresidentTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:46:48,
822591227245817857,"Thank YOU. For the first time in 8 years, I can exhale. #MAGA #TCOT https://t.co/DZyuibbTro",Twitter Web Client,2017-01-20 23:46:46,
822591224091738112,"#BiafrarestorationSacrosanct.
#StopBiafrakillings 
@UN @EU_Commission 
@realDonaldTrump 
@netanyahu 
@gntlman… https://t.co/A716uO9hVH",Twitter Web Client,2017-01-20 23:46:45,
822591220941787137,Looks like racism and sexism with a side of violence. Nice tolerance  #MAGA https://t.co/t28Q1m1juJ,Twitter for Android,2017-01-20 23:46:44,
822591208505675776,"Let's run this animal to ground and the sooner, the better #BOLO #2A #guns #pewpew #NRA #AR15 #MAGA https://t.co/aqhpmQjOBQ",Twitter Web Client,2017-01-20 23:46:41,
822591208279117825,"@ananavarro What you and your Network have done over the last 18 Months is nothing short of Criminal, we watched, we listened, we know #MAGA",Twitter for iPad,2017-01-20 23:46:41,
822591205615763457,"★❶/⓴/⓱#Inauguration☆
☆(_﹩_(-̮̮̃-)_﹩_)@realDonaldTrump★
★☆★❤#TrumpInauguration☆
☆★  ̖ノ*)▁#WashingtonDC★
★➥https://t.co/550Tg5Of44☆
☆#Maga★",Twitter Web Client,2017-01-20 23:46:41,
822591204844040194,MT @TeriGRight: WHY? #UN clearly at odds with America's values. #MAGA #2A #1A #UnbornLivesMatter https://t.co/YnDTUurgBd #DefundUN #PJNET,#PJNET,2017-01-20 23:46:40,
822591201064919041,"Me: I think I'm going to talk to some of these #MAGA people when I go out tonight.

Wife: Do you really want to do that? They're Klansmen.",Twitter Web Client,2017-01-20 23:46:39,
822591200448434177,#maga I love this pic. Rings so true https://t.co/C9UaaYaf6M,Twitter for Android,2017-01-20 23:46:39,
822591196342190081,"Beyond thrilled to have a #POTUS who genuinely loves America and Americans! 
No apologies! We're back!
#MAGA #Inauguration #DonaldJTrump",Twitter Web Client,2017-01-20 23:46:38,
822591193653669889,@potus @POTUS44 both have their good points and deserve respect for their service. Peaceful transfer of power. #MAGA https://t.co/koAdVacl5l,Twitter for Android,2017-01-20 23:46:38,
822591189442592769,@MelissaAFrancis @BarbaraAnnStein Beautiful Melissa ❤🇺🇸💙 #InaugurationDay2017 #InauguralBalls #MAGA,Twitter for iPad,2017-01-20 23:46:37,
822591187722895360,"Things just got real 🇺🇸💞👍🏼🐸
@POTUS &amp; @FLOTUS 
💃🏼
#MAGA
MAGA
MAGA https://t.co/0VOihSvdN4",Twitter for Android,2017-01-20 23:46:36,
822591186376474627,"Guys that are above 6'2"" #MAGA https://t.co/zYfZorn7Jp",Twitter for iPhone,2017-01-20 23:46:36,
822591175546863618,FB @klout @wittier9 #MAGA https://t.co/vKAbx0NFPB,Vitweet,2017-01-20 23:46:33,
822591173189636096,Coming soon to a safe space near you #MAGA https://t.co/6sGvLxpj8c,Twitter for iPhone,2017-01-20 23:46:33,
822591173189627905,#fakenews CBS claiming Trump's speech was 'isolationist'. I guess #MAGA frightens these poor snowflakes,Twitter for iPhone,2017-01-20 23:46:33,
822591170945699840,@politico @Lg4Lg @marcorubio @realDonaldTrump already turned little @marcorubio over his knee once...almost made him cry. @jlconnell66 #MAGA,Twitter for iPad,2017-01-20 23:46:32,
822591166961123329,Congrats so proud of you.  Your family is beautiful and I know you're going to #MAGA,Twitter for iPad,2017-01-20 23:46:31,
822591155812630529,"@joshtpm #MAGA T-shirt still on that Chinese shipping container
#MicroCrowd",Twitter Web Client,2017-01-20 23:46:29,
822591155204452352,#MAGA,Twitter for iPhone,2017-01-20 23:46:29,
822591145628893185,"Everyday American people's reaction to inaugural speech: Patriotic pride, feelings of unity, optimism!
Media: So dark! Hitlerian! #MAGA",Twitter Web Client,2017-01-20 23:46:26,
822591143292583938,#america #trump #TheResistance #maga https://t.co/yAJ4rpMbST,Twitter Web Client,2017-01-20 23:46:26,
822591143292583938,#america #trump #TheResistance #maga https://t.co/yAJ4rpMbST,Twitter Web Client,2017-01-20 23:46:26,
822591134471962624,Easier to claim Trump &amp; supporters R racist/sexist/homophobic/xenophobic -- can't march (protest) or make the big b… https://t.co/hHDgLBujrx,Twitter for Android,2017-01-20 23:46:24,
822591126641197057,@HouseDemocrats @SenateDems I pledge to INCREASE these # in 2018 due 2 violence of Left! We will DEFEAT them… https://t.co/w4S2LagHyu,Twitter Web Client,2017-01-20 23:46:22,
822591124325986304,@realDonaldTrump So proud to be an American! Great speech! BEAUTIFUL 1st Lady! Thank you for saving us! #MAGA I am with YOU!,Twitter Web Client,2017-01-20 23:46:21,
822591121780076544,@NBCNightlyNews @Jacobnbc The gamble F @chucktodd is #RiggedMedia🤡 think they still have credibility #MAGA🇺🇸 @realDonaldTrump @Morning_Joe,Twitter for iPhone,2017-01-20 23:46:21,
822591117929627650,No BS people . . . this is what happens when you elect an Internet troll as POTUS . .  effing  SAD and DISGUSTING… https://t.co/6jEQj1HzlB,Twitter Web Client,2017-01-20 23:46:20,
822591114662318082,@BillKristol What a fucking moron you are. Amazing. Aren't you supposed to be a smart one? #MAGA Enjoy next 8 years of #PresidentTrump,Twitter Web Client,2017-01-20 23:46:19,
822591114083438592,"Blah Blah Blah! BHO!!! #ByeByeBlahBlah!! -- #8YEARWarrantyRanOUT!!  
NO More Time 2 Repair Your Leg-Assy BHO!!… https://t.co/G0wtE3bLLZ",Twitter Web Client,2017-01-20 23:46:19,
822591093745258497,#Obama you're outta there remember Silence is golden &amp; duct tape is silver #TrumpInauguration @POTUS #MAGA,Twitter for iPad,2017-01-20 23:46:14,
822591090750537729,"I have met the press, and Chuck Todd is a grade A ASS #MAGA #begreaterthanthehater",Twitter Web Client,2017-01-20 23:46:13,
822591090557669376,@POTUS  Congratulations Mr. President 🇺🇸  #MAGA #AmericaFirst,Twitter for iPhone,2017-01-20 23:46:13,
822591090133966849,"A message to crybaby Leftists in the media and Democrat party: It's our turn. If we fail, hold us accountable. Until then, STFU!!

#MAGA",TweetDeck,2017-01-20 23:46:13,
822591089731309568,"@Synergism3 the old troll won't even look @evidence.So,u know,must b right abt EVERYTHING😂🙄 #StupidIsSstupidDoes 
C… https://t.co/rflQ95D629",Twitter for iPhone,2017-01-20 23:46:13,
822591086489206784,"Hearing ""Hail to the Chief"" when Trump walks in doesn't get old! #MAGA",Twitter for iPhone,2017-01-20 23:46:12,
822591086417903616,#MAGA https://t.co/VYyrGYFUOY,Twitter for iPhone,2017-01-20 23:46:12,
822591082395471875,@cindynorth1 There you go branding everybody with the same broad brush. Good luck with that doll. 😉 We can #MAGA without you.,Twitter for iPhone,2017-01-20 23:46:11,
822591078360563716,"Welcome, President Trump! We look forward to great things happening in our country. #MAGA",Twitter for iPhone,2017-01-20 23:46:10,
822591058357997568,Donald Trump Delivers Shortest Inauguration Speech Since Jimmy… https://t.co/CVzQx7cbca #History #BarackObama… https://t.co/OdsR3Cim5Q,dlvr.it,2017-01-20 23:46:05,
822591058341195777,Me and @POTUS are having the best time #winning #MAGA https://t.co/PDRc4LpEvw,Twitter for iPhone,2017-01-20 23:46:05,
822591053597446144,@JoeFreedomLove Sen. Schumer is over playing his new power he has. Slow walking POTUS cabinet picks will come back to Haunt him. #MAGA,Twitter for Windows,2017-01-20 23:46:04,
822591053320556545,"You forgot Russian agent, Putin lover, white male, and more. Guess there is only so much room on a keyboard. 🤣😜 🇺🇸… https://t.co/rggKmqpO6N",Twitter Web Client,2017-01-20 23:46:04,
822591049457692672,Of course repealing the #ACA will adversely affect employer based health insurance. #MAGA morons.  https://t.co/Btqd9pcDiA,Twitter Web Client,2017-01-20 23:46:03,
822591049323479041,@chucktodd - there was nothing but #Unity in @POTUS #Inauguration speech! Problem for some was there was also nothing but #Truth - #Maga 🇺🇸,Twitter for iPhone,2017-01-20 23:46:03,
822591042063056903,"Your President.
#MAGA https://t.co/PdGy2A8mmy",Kindle,2017-01-20 23:46:02,
822591034160979973,This is wrong: See how this man insulted UHURU KENYATTA with https://t.co/Hkfp3KhAG4 #TrumpTransition #PresidentElectTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:46:00,
822591021406126082,"wittier: no big fake smiles, eyes popping out today FB klout wittier9 #MAGA https://t.co/YbvULXEXuq wittier cindycapo",IFTTT,2017-01-20 23:45:57,
822591021250998275,"I just heard Trump has three balls tonight.That was a hell of an #InaugurationDay!Still fewer then #SecDef Mattis, though!#MAGA",Twitter for Windows,2017-01-20 23:45:57,
822591015748042753,wittier: FB klout wittier9 #MAGA https://t.co/9VhZG5JUVI wittier cindycapo,IFTTT,2017-01-20 23:45:55,
822591014359756801,I liked a @YouTube video https://t.co/lFojA9KQp0 Funny Friday Madness/Rivalry Night LIVE 1/20/2017 - #MakeSportsGreatAgain #MAGA #USA,Google,2017-01-20 23:45:55,
822591013290147840,#MAGA #SeeTheFaces https://t.co/hLXdzUoSTZ,Twitter Web Client,2017-01-20 23:45:55,
822591002531758080,wittier: :( FB klout wittier9 #MAGA https://t.co/BrYoB1PsKT wittier cindycapo,IFTTT,2017-01-20 23:45:52,
822591001982332930,Melania Trump Channels Jackie-O in Ralph Lauren - Breitbart https://t.co/uQx5QLYQDx #tcot #MAGA,Twitter Web Client,2017-01-20 23:45:52,
822591001827168257,"So refreshing! So much so!
#MAGA https://t.co/tVXgLMrBHO",Twitter Web Client,2017-01-20 23:45:52,
822591001369997312,President Donald Trump...Thank God Almighty!!! #InaugurationDay #MAGA,Twitter for iPhone,2017-01-20 23:45:52,
822590998714941442,"@PennyRed Endometrium ≠ uterus. Was A&amp;P not a required course for your women's studies degree, big guy? #Cuck #MAGA #SaltyDude",Twitter Web Client,2017-01-20 23:45:51,
822590997750280193,@vanedelatorre esto dice la mesera de @BluRadioCo @NoticiasCaracol @realDonaldTrump #MAGA #LoUltimo https://t.co/zijVGHcpLb,Twitter Web Client,2017-01-20 23:45:51,
822590996101943296,wittier: AugustEve2012 Make America Great Again.  RealDonaldTrump #MAGA https://t.co/bO0dMhqpX8 wittier cindycapo,IFTTT,2017-01-20 23:45:51,
822590995766329344,"Straight from the mouth if an ""American"" liberal. #MAGA https://t.co/1TvWkiZhvy",Twitter for Android,2017-01-20 23:45:51,
822590994315091969,"Trump targets ending ""liberal"" pork: NEA, NEH, and CPB https://t.co/TpWSfwvSU8 #trump #draintheswamp #maga #usa #tcot #ccot #presidenttrump",Twitter Web Client,2017-01-20 23:45:50,
822590994222895105,@LauriceGalletta it's done he's in! #YESMYPRESIDENT!! #MAGA #DRAINTHESWAMP #FORENSICFINANCIALAUDIT,Twitter for Android,2017-01-20 23:45:50,
822590982487212032,"@Momfullofhope Insecure men tend to be narcissists, don't they? We can tell who the leader is here. The one on the right! #MAGA",Twitter Web Client,2017-01-20 23:45:47,
822590981853868033,Ryan and Cole's art project #maga https://t.co/m8AqGQDGmd,Twitter for iPhone,2017-01-20 23:45:47,
822590979102375936,@ohhaley 👌🏼#MAGA,Twitter for iPhone,2017-01-20 23:45:47,
822590974899720193,Powerful start !!!  #MAGA #Inauguration #maddogmattis https://t.co/MLUKn5Duog,Twitter for Android,2017-01-20 23:45:46,
822590973427519494,"@RealJamesWoods #FLOTUS45 yeah she's so beautiful today, and everyday, cause she's a good person. #blacklives4TRUMP #TrumpInauguration #MAGA",Twitter Web Client,2017-01-20 23:45:45,
822590971871395841,@SenFeinstein @KamalaHarris This delay is unacceptable. Stop dragging your feet &amp; get @RepMikePompeo confirmed!… https://t.co/fMkczMiclz,Twitter Web Client,2017-01-20 23:45:45,
822590967840731139,Grow up. #SoreLoser #MAGA https://t.co/NlfehPWxsM,Twitter Web Client,2017-01-20 23:45:44,
822590964812365827,How many beers are enough?#MAGA,Twitter for iPhone,2017-01-20 23:45:43,
822590963164004353,"@realDonaldTrump great that ur close with Schumer. But understand that he's a crooked douchebag, yes? #MAGA",Twitter for Android,2017-01-20 23:45:43,
822590962333614081,#RollTrump #BenghaziMatters #MAGA #AmericaFirst https://t.co/d1BlNBt1oZ,Twitter for iPhone,2017-01-20 23:45:43,
822590958176968707,"Más de 200 delincuentes arrestados en las protestas contra el #PresidenteTrump 

#Inauguration 
#MAGA 🇺🇸🎉🎉🎉",Twitter for iPhone,2017-01-20 23:45:42,
822590955517841414,#PresidentTrump #InaugurationDay #MAGA #AmericaFirst 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/lFY0j7Zkc0,Twitter Web Client,2017-01-20 23:45:41,
822590954121101313,I am perplexed that liberals are still cast as the whiny entitled ones. #maga https://t.co/nDxWvN6QmH,Twitter for iPhone,2017-01-20 23:45:41,
822590952879558656,Damn straight. We're gonna #MAGA and to hell with ANYONE who doesn't like it. https://t.co/bxIOL4h3u3,Twitter for iPhone,2017-01-20 23:45:40,
822590948056137729,@POTUS Mr. President.  Congratulations!  Please join those who #SpeakFreely over at Gab.ai #MAGA,Twitter for Android,2017-01-20 23:45:39,
822590945845714944,@H_Lev if you can't afford the insurance get a different house #MAGA #payyourway #nobodyridesforfree #trumprocks,Twitter Web Client,2017-01-20 23:45:39,
822590945480835073,"#MAGA Jan 20, 2017 - We're OFF AND RUNNING. Love You President Trump!
@POTUS @realDonaldTrump @seanspicer… https://t.co/G7i8rpREbp",Twitter Web Client,2017-01-20 23:45:39,
822590937398394882,"#AltNews New York Post NFL Writer Sends, Then Deletes, Tweet Comparing... https://t.co/Telsfvub3e #AltRight #MAGA https://t.co/Sm4FfMGHlk",Twibble.io,2017-01-20 23:45:37,
822590937050312708,It's real folks! And it's yuuuuge! We did it! #PresidentTrump #Yuge #MAGA #TrumpInauguration #InaugurationDay wooooooo 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,Twitter for iPhone,2017-01-20 23:45:37,
822590932189118464,"If you're gonna protest and break stuff, at least punch Nazis while you do it #protestright #MAGA https://t.co/6UYFLXZ8Tn",Twitter for Android,2017-01-20 23:45:35,
822590930129715201,Its time to constrict Putin &gt; https://t.co/LCLXxxwrqE @realDonaldTrump  @MarkDice @seanhannity @SavageNation #Iran #Nukes #MAGA,Twitter Web Client,2017-01-20 23:45:35,
822590923976699904,"@samfranfan They don't even know what they are rioting about. Started off simple enough, then true colors came out.… https://t.co/BpJsLZA9eW",Twitter for iPhone,2017-01-20 23:45:33,
822590917056098305,"I love it!
#MAGA https://t.co/GUIA6aH5Te",Twitter Web Client,2017-01-20 23:45:32,
822590914782724096,Thank you @Robert_Aderholt for providing tickets for us to see @realDonaldTrump become @POTUS today.… https://t.co/9MydG19k9Y,Twitter for iPhone,2017-01-20 23:45:31,
822590910789808128,"Like it or not, Trump is the President of the United States of America. Time to move forward. #MAGA #America God Bless America! #country",Twitter Web Client,2017-01-20 23:45:30,
822590909044981760,@JessieJaneDuff @MarieHyde @POTUS and that's exactly what we hired him to do. #maga,Twitter for BlackBerry,2017-01-20 23:45:30,
822590903021867010,The most beautiful classiest woman of all women. Can't wait for her turn #FirstWomanPreaident 😉❤ #Ivanka2024… https://t.co/2Ti0CV2TiP,Twitter for Android,2017-01-20 23:45:28,
822590902640242689,Celebrating this evening as we #MAGA.,Twitter for Android,2017-01-20 23:45:28,
822590902392733697,Trumps speech . Incorporating god &amp;&amp; the people. Speaking with such conviction. That's a good man. 🙏🏽🇺🇸 #MAGA,Twitter for iPhone,2017-01-20 23:45:28,
822590901713338369,Best day in America in 8 very long years! #MAGA https://t.co/DdgkiQ1RLS,Twitter for Android,2017-01-20 23:45:28,
822590898664079365,@DylanByers Americans who make America great attended Trump's inauguration. This makes all the difference. #MAGA,Twitter for iPad,2017-01-20 23:45:27,
822590894494908421,#MAGA! https://t.co/v5XfXAfn96 TFW you can change a picture but not the 45th President,IFTTT,2017-01-20 23:45:26,
822590893345636353,"Yep #Respect those who fight for our freedoms
#FreedomIsNotFree
#SupportOurTroops &amp; Vets
#RemembertheFallen… https://t.co/q2CQuSxmDt",Twitter for Android,2017-01-20 23:45:26,
822590892917817344,#MAGA! https://t.co/7VzhVpEVQS /U/SPEZ CONFIRMED FOR JERKING OFF DOGS IN HIS SPARE TIME. VERY DISGUSTING,IFTTT,2017-01-20 23:45:26,
822590891458260994,#MAGA! https://t.co/T6QIwJQVUS HACKING WON'T CHANGE THE FACT THAT THIS MAN IS NOW THE 45TH PRESIDENT!,IFTTT,2017-01-20 23:45:26,
822590889788932098,#MAGA! https://t.co/5m2FRHsI6w Why is that photo of John Podesta on the top of The_Donald???,IFTTT,2017-01-20 23:45:25,
822590887821713408,#MAGA! https://t.co/BXa7BOyrT9 Grow up Spez,IFTTT,2017-01-20 23:45:25,
822590885602988032,#MAGA! https://t.co/8Frin3TZUY LETS MAKE THIS DOGS DICK #1 IMAGE IN GOOGLE SEARCH FOR HILLARY CLINTON,IFTTT,2017-01-20 23:45:24,
822590883832930306,"#MAGA! https://t.co/bcu8MNQQuO TFW you lost the election, had to attend Trumps inauguration and caught your husband checking out Ivanka. G…",IFTTT,2017-01-20 23:45:24,
822590883753234432,"Shia LaBeouf and Jaden Smith launch ""He will not divide us"" campaign. If Obama couldn't, Trump surely won't. #PresidentTrump #MAGA",Twitter for iPhone,2017-01-20 23:45:24,
822590879290576896,"@KIRO7Seattle damn, she is one classy First Lady! #MAGA",Twitter for iPhone,2017-01-20 23:45:23,
822590877923164160,It's so great of these people to start creating jobs in the window replacement and glass industries! #MAGA 😂😂😂 https://t.co/cOmPnZZ49i,Twitter for iPhone,2017-01-20 23:45:22,
822590856939061248,#AltNews Days of Rage https://t.co/mqVH0I7QTr #AltRight #MAGA,Twibble.io,2017-01-20 23:45:17,
822590852770004992,HECK YES!  This is the most wonderfully day.  WE the PEOPLE have our country back with our President Trump in place… https://t.co/oJRh7B9xCC,Twitter Web Client,2017-01-20 23:45:16,
822590847355129858,@AmyMek @DailyMailUK hallelujah! #MAGA #brexit Two friends united in a revolution #draintheswamp 🇬🇧🇺🇸,Twitter for Android,2017-01-20 23:45:15,
822590846843449345,"Can somebody show this tweet to all of ""middle America"" that voted for this turd? 🙄 #MAGA https://t.co/LUSKMLMH5Q",Twitter Web Client,2017-01-20 23:45:15,
822590842670030849,Muhammad: An 'excellent example'?  #berlin #maga #isis #pjnet  https://t.co/FUoG3AQ25O https://t.co/kkQSbc89At,Hootsuite,2017-01-20 23:45:14,
822590840216358912,DONALD TRUMP IS OUR PRESIDENT HALLELUJAH 🙌🏼❤️💙🇺🇸 #MAGA #TrumpTrain #PresidentTrump https://t.co/MGFl2OI9WW,Twitter for iPhone,2017-01-20 23:45:13,
822590834478632963,@avoiceforothers You're a doll. #MAGA ❤️🇺🇸,Twitter Web Client,2017-01-20 23:45:12,
822590834067566594,"DC warzone jan 20-2017  casualty List
As Soros funded pink commies continue their destruction
#Inauguration… https://t.co/lNBgxNScUg",Twitter Web Client,2017-01-20 23:45:12,
822590826077360128,"@Lane1005 
Olivia you don't have a clue what hell on earth is try being a first responder &amp; or in the military. We Won Fair &amp; Square. #MAGA",Twitter for iPhone,2017-01-20 23:45:10,
822590825884479489,I'm excited for Monday! Not because of school cause who would be excited for that? But for @POTUS to start making America great again! #MAGA,Twitter for Android,2017-01-20 23:45:10,
822590816749318145,"Wow! A @DawnStensland AND a @PaigePowers6 sighting at the same event, no less. THAT'S how you #MAGA !😊",Twitter for Windows Phone,2017-01-20 23:45:08,
822590815432273920,"@JackPosobiec Who's paying for this latest vacation? And funny on the work part, since when is community organizing work. #MAGA",Twitter Web Client,2017-01-20 23:45:08,
822590814920540161,@robertjeffress @marthamaccallum @FoxNews May God bless you and Amy Dr. Jeffress! #Inauguration #MAGA #POTUS,Twitter for Android,2017-01-20 23:45:07,
822590808775921666,@FrankLuntz They Rn't protesters-theyR rioters-criminal anarchists organized &amp;paid 2 subvert democracy #WeThePeople… https://t.co/THl6aEaCBU,Twitter Web Client,2017-01-20 23:45:06,
822590799670034432,What a pain. Some Ivy League snowflakes just marched by my condo chanting hate. I actually had to find the remote t… https://t.co/B1AvhL8pMK,Twitter for iPad,2017-01-20 23:45:04,
822590796134305795,#MAGA 🇺🇸 https://t.co/i7fBLkXw54,Twitter for iPhone,2017-01-20 23:45:03,
822590795056287749,@realDonaldTrump @mike_pence Amazing parade!  Full of Wonderful people! So happy to finally have you both in office! #MAGA,Twitter for Android,2017-01-20 23:45:03,
822590788832006144,#MAGA,Twitter for Android,2017-01-20 23:45:01,
822590788832006144,#MAGA,Twitter for Android,2017-01-20 23:45:01,
822590781571690501,"So 🇺🇸Since barry DID NOT Pardon ➡
#CrookedHillary She Is Still Liable 4 Her Actions Peeps N Jail 4 FAR Less Than
She Did #LockHerUp #MAGA 🇺🇸",Twitter for Android,2017-01-20 23:44:59,
822590780690853889,It was the best thing to watch for me. Peace Obama. ✌🏼#ohhappyday #MAGA https://t.co/xYXWLXyfKx,Twitter for iPhone,2017-01-20 23:44:59,
822590773040443392,"@DuaneAlanCook No, everything he said was a direct slap at Obama and all politicians! New Sheriff will ""DRAIN THE SWAMP""! #MAGA",Twitter for iPad,2017-01-20 23:44:57,
822590761866821632,No more unicorns and leprechauns from the White House. #MAGA https://t.co/folw4j94wt,Twitter Web Client,2017-01-20 23:44:55,
822590752660357122,"We will follow two simple rules: BUY AMERICAN &amp; HIRE AMERICAN!
#InaugurationDay #MAGA",Twitter Web Client,2017-01-20 23:44:53,
822590745647468545,This is an actual thing Laurie Penny said. #TrumpInauguration #MAGA  https://t.co/BPUhdSzsbn,Twitter for iPhone,2017-01-20 23:44:51,
822590740983349248,Incredible! Nearly 10m more followers in just 6 hours!! #MAGA https://t.co/Hgp7pSebKu,Twitter for iPhone,2017-01-20 23:44:50,
822590740152905728,"Inauguration parade over, next the inaugural ball #Inauguration #MAGA https://t.co/Cvm0d1L81s",Twitter Web Client,2017-01-20 23:44:50,
822590739892883458,"For those believers that are Making negative comments about President Trump, I would remind you to read romans 13:1-7 #MAGA",Twitter for iPhone,2017-01-20 23:44:50,
822590738429018113,@slim1525 @iamrandywatkins @ajayspec2020 @lmkjems @Hopesloop Well clearly you're well to do with an insider. Teach… https://t.co/xkpbu6dxbJ,Twitter for iPhone,2017-01-20 23:44:49,
822590727142178818,#MAGA a millennium of greatness and capitalism! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/2f89Nprbx8,Instagram,2017-01-20 23:44:47,
822590718619320322,"Hail to God Emperor Trump, may his rule be prosperous! (Let us take back Jerusalem please) #PresidentTrump #MAGA",Twitter Web Client,2017-01-20 23:44:44,
822590715595292674,MT @daeshhun: May They Be Haunted Forever By The Ghosts Of Brave Men. #Benghazi #Veterans #MAGA https://t.co/rFfjTLv4h0 #PJNET,#PJNET,2017-01-20 23:44:44,
822590715238772736,"At Jeff Sessions hearing, Democrats live up to the party’s tradition of racism - https://t.co/Hkhj5tz2wO - @washtimes #tcot #MAGA",Twitter Web Client,2017-01-20 23:44:44,
822590714391437314,Seeing the children is refreshing @realDonaldTrump #MAGA https://t.co/9icFiEn0Mq,Mobile Web (M5),2017-01-20 23:44:43,
822590706720055297,#InaugurationDay2017 #MAGA @POTUS @OldRowOfficial https://t.co/EtIxXu1BGD,Twitter for iPhone,2017-01-20 23:44:42,
822590705415704583,"Time to melt, little snowflake. #maga #Inauguration @SenWarren",Twitter for iPhone,2017-01-20 23:44:41,
822590704811700224,"Bookmark PRESIDENT DONALD J. TRUMP, the WHITE HOUSE site!
#MAGA #AmericaFirst... https://t.co/QxrUZZfmOF by #LindaSuhler via @c0nvey",Put your button on any page! ,2017-01-20 23:44:41,
822590702458638338,Nominations closed for the 2014/2015 assessment period https://t.co/kukYUnbqBi #TrumpTransition #PresidentTrump #MAGA #privacy,Tweet Old Post,2017-01-20 23:44:41,
822590702425088000,"@kinthenorthwest @WeeWeedTX @TheLastRefuge2 I'm so happy right now, there's nothing the Dems can say or do to steal my joy! @POTUS #MAGA🇺🇸",Twitter Web Client,2017-01-20 23:44:41,
822590697136128000,"Had a surreal #MAGA experience trying to ship something at the hirons post office, this sucks",Twitter for iPhone,2017-01-20 23:44:39,
